timestamp,measurement_1,measurement_2,measurement_3,sensor_reading_a,sensor_reading_b,quality_metric,status_flag
2024-01-01 00:00:00,54.72388199057037,4.5135257961381745,13.799153635479295,4.227884350821227,9.61799861763718,73.60273239369711,normal
2024-01-01 00:30:00,62.99331964893557,0.1587472916401359,28.587472923886708,8.54817693525437,11.063434100026441,94.48992697984445,normal
2024-01-01 01:00:00,71.78686806292004,1.143213047985695,45.64173902812023,4.6867088724279915,11.200773444156512,83.25751689922919,normal
2024-01-01 01:30:00,39.91930820898876,6.294047400217008,50.95000654466486,1.7986107143214647,6.254342962349507,78.08919804719946,normal
2024-01-01 02:00:00,32.777992068909604,14.273067929353772,12.706807546651024,1.6467996534813345,7.549484823139053,90.80033334383229,alert
2024-01-01 02:30:00,50.350314042623175,7.264014038914674,58.90935905038614,6.181540808443572,9.191785366873685,91.94865766252306,normal
2024-01-01 03:00:00,50.21443518262196,21.206483935631425,48.181001044128365,5.665922780302673,9.239812722367159,94.86858895272945,normal
2024-01-01 03:30:00,57.07439842099564,0.6635994744366909,62.03510758724199,14.979550922836816,6.688316303467617,88.14757804183121,normal
2024-01-01 04:00:00,51.27536143553179,15.905005605886185,15.86250733445972,2.235907879550611,4.7452033669142555,87.62136843750282,normal
2024-01-01 04:30:00,44.47617382533775,2.3421640389186273,44.77729282270947,3.8689859265373294,6.142272218764043,93.32444961230762,normal
2024-01-01 05:00:00,41.46981362916133,4.109477757451344,3.9440594677571275,2.421805965756313,16.94649373508591,71.11798718215192,normal
2024-01-01 05:30:00,49.78140744420965,18.74020227585882,16.539584934040157,,10.041862672228984,93.03282984365865,normal
2024-01-01 06:00:00,59.939849073335566,2.9669315617279284,22.901833306359695,5.1846464493170545,8.177562560959586,64.91997581623167,warning
2024-01-01 06:30:00,44.66743620162965,1.8894110800134984,19.337218657660724,5.9689393611250114,5.210345334570061,81.82620518729627,normal
2024-01-01 07:00:00,55.54639490823,7.821133575266512,14.383268556291798,3.933635698108244,4.686370825966254,85.51565016771343,normal
2024-01-01 07:30:00,44.49026687957797,6.099396446101631,12.712432492187176,14.008101085178682,6.325262229108031,80.45752639774238,normal
2024-01-01 08:00:00,43.121453636052074,0.11040510309672283,22.018542479790767,1.768569749756419,3.739438150999952,73.46437356680117,normal
2024-01-01 08:30:00,59.2134437165611,3.3193220615795003,9.521947230285894,18.203002704983845,11.027321617903654,83.98095163855047,normal
2024-01-01 09:00:00,62.14243698025478,12.831770891096694,45.0581564976654,4.21168914474141,17.046470874690204,91.20369456350701,warning
2024-01-01 09:30:00,52.01917033656859,3.9604748986354075,36.834996508003655,2.241046084825143,3.7317966664241706,92.53354963654604,warning
2024-01-01 10:00:00,40.13888365666567,4.752525201337832,31.951279509834734,6.949432154047466,4.679987399447855,98.22933915209123,warning
2024-01-01 10:30:00,,,20.735318150519575,14.461841399856844,8.4515847482416,92.35077162703008,normal
2024-01-01 11:00:00,35.384626253247276,,16.62681108496571,2.4170221629852846,7.61303468564412,89.32550938179658,normal
2024-01-01 11:30:00,54.97518004464638,1.7531572040989394,14.590948089454292,5.975332791180145,7.799939947027909,98.84450821360021,normal
2024-01-01 12:00:00,47.969864535218434,1.136086799821247,26.10071732980959,1.7525364620266748,9.033835431684498,98.21466955023025,normal
2024-01-01 12:30:00,49.97317562290291,2.4893410622386365,21.337573434929464,10.374743172658015,18.021699384718037,70.24877579986489,normal
2024-01-01 13:00:00,56.73735955833729,1.3217731347623607,51.9212737232726,6.469473401831416,3.1195007373136834,84.20863602741413,warning
2024-01-01 13:30:00,41.33335785474006,12.075338004190188,24.77554294902341,6.939609778905366,20.636287004434315,77.1619168224929,normal
2024-01-01 14:00:00,56.872237836710816,,18.34576381566021,9.933135570795322,5.708778579864364,82.98114359922828,warning
2024-01-01 14:30:00,62.43670741226305,1.372361383888311,50.294926043242896,0.9159364026591469,5.726438270118357,90.10956244961173,normal
2024-01-01 15:00:00,37.26592151759064,,24.623810216564273,7.0302464740235395,7.369709515852053,89.98197762513948,normal
2024-01-01 15:30:00,56.360529137052794,0.5380581673781916,32.102552543611075,1.230428835324322,5.214770987197115,56.26573991963456,normal
2024-01-01 16:00:00,52.6825047220016,7.969100298590136,27.763930517046052,25.135223344812047,26.16388949077978,93.40550198031379,warning
2024-01-01 16:30:00,56.387646665085256,4.317105704501051,1.8386339942402488,3.721944861050903,8.274557316227504,65.09826737139383,normal
2024-01-01 17:00:00,54.743190257162205,3.0860593112064767,43.333284725449076,5.9258333322102645,11.221247168104608,79.04931269789283,normal
2024-01-01 17:30:00,44.42535832168166,10.22396108883446,41.17111857266379,7.440992198943224,13.361076205353376,97.08663776838581,normal
2024-01-01 18:00:00,57.88176237169412,2.5432066762141043,80.44834775901684,8.325940962004097,8.717002280893519,91.14563410603061,normal
2024-01-01 18:30:00,44.67723817998441,1.597406297570081,34.95825467076066,2.729219785220854,4.932315893492637,86.26510968251833,alert
2024-01-01 19:00:00,55.684895525761966,,49.9943895389286,5.7285949781450505,9.391261579689399,95.82531968706799,normal
2024-01-01 19:30:00,64.26523244047894,,3.1454933677829144,4.006430556074255,5.285511695267434,83.03199544658688,normal
2024-01-01 20:00:00,38.61999472705588,0.6553276653125157,38.702133740795546,1.5044951980820103,9.426267084701939,58.98480726121209,normal
2024-01-01 20:30:00,42.774837132124276,7.692995366178254,9.679352129299456,11.384577664699904,4.695274487439461,77.70586912812333,normal
2024-01-01 21:00:00,41.957306502853555,2.34366324346196,50.0570342136304,5.834291166966468,6.652504483680266,91.22591495677558,normal
2024-01-01 21:30:00,52.91093718208289,0.673813256640299,44.12761268206947,8.23395188462596,5.8080712940619375,59.711984578907106,normal
2024-01-01 22:00:00,57.05738852589734,0.5236459970804939,19.829904311636458,7.743955531507629,3.5221996796011474,95.87245059613119,warning
2024-01-01 22:30:00,47.49169232391466,4.16416346398419,34.9082103349805,9.86650039607404,4.480379435904257,54.263695112541356,normal
2024-01-01 23:00:00,43.11515273788348,2.3404793516928764,20.482117110092336,7.159655716049316,8.717220560851374,71.30363848110481,normal
2024-01-01 23:30:00,63.1488545614187,1.9087865905166441,35.64463560073278,10.522562769249827,2.817114413479837,76.2162568687067,normal
2024-01-02 00:00:00,59.124891177157835,3.0803092346901426,70.90151161108754,3.3418654661804155,8.025274537068572,90.1125976797439,normal
2024-01-02 00:30:00,33.25714787732714,7.8587043896491915,74.8116635967968,5.103557588760712,7.937449817257996,87.89089752488381,normal
2024-01-02 01:00:00,49.799460976854824,0.9347088464415731,30.991786956680695,7.16128854631289,12.847640401151352,48.34861890427924,normal
2024-01-02 01:30:00,43.93139440606239,0.6317169904540926,29.301041313656622,6.577452411320129,4.1618686184718845,50.70324372620287,normal
2024-01-02 02:00:00,52.46660854201751,10.23656022361431,22.59994362549539,1.9504649295969751,5.509874719687094,88.62985742609196,normal
2024-01-02 02:30:00,56.62641696984838,8.34031861487684,25.854444573658746,3.5847326799654256,2.1531616232526622,85.98809763373242,normal
2024-01-02 03:00:00,57.565725759563165,0.8929059253764646,44.521014369028435,2.5322739842212902,9.978872407829046,83.78071667621467,normal
2024-01-02 03:30:00,47.17875847169367,4.088653799780193,20.948095588097985,4.050137303265687,13.493840886067991,86.02458506200016,normal
2024-01-02 04:00:00,48.636370603671445,3.9232041386275847,36.62448047202268,4.445890614344342,16.60477688267354,95.44664677680827,normal
2024-01-02 04:30:00,48.503176738463004,7.439366639121446,13.290540209068325,5.342218435254194,17.91142908628274,84.47601095794944,normal
2024-01-02 05:00:00,41.621729929135114,1.9964770191015515,34.97591302373858,1.0341186550686894,6.6764489091083865,83.50796801095302,normal
2024-01-02 05:30:00,47.3949046810951,0.33138019565928867,16.443164212929638,5.156295201983837,6.832442014198552,71.64588339932688,normal
2024-01-02 06:00:00,37.02288036629287,1.0344391310680454,30.086625912229593,4.372230385235534,12.962812323082407,57.8749253241774,normal
2024-01-02 06:30:00,49.14148554990248,1.1910572476441714,5.686514591766495,5.230287067219025,5.139709265668803,87.56577793405735,normal
2024-01-02 07:00:00,43.32754086455652,3.1283111545653908,61.11910449645377,15.169597929513625,8.860635594988565,57.823631050564686,normal
2024-01-02 07:30:00,52.884290009015835,3.5010302278190375,8.98776865079857,3.807750287278373,9.167896211242171,87.48971303918405,normal
2024-01-02 08:00:00,56.515055397355525,1.14825704396993,6.524194257536635,3.3553342806589743,12.848688865650013,56.57435688025792,normal
2024-01-02 08:30:00,32.70240173607391,1.919355976494356,30.01004819866117,4.780489321610952,6.145993993666282,54.30793140329626,normal
2024-01-02 09:00:00,50.56318447151407,7.665870073402425,14.368509372881194,10.812186617074815,13.668638424966707,83.82192960958885,normal
2024-01-02 09:30:00,65.13984941000456,0.221506333815891,9.333372701102615,5.629387460668594,9.625891552059631,87.43190262972088,normal
